,Accn,Super.Group,Organism_Taxonomic_ID,Organism.Name,SIN1,RICTOR,RAPTOR,TOR,LST8,Class.name,Phylum.name,Order.name,Family.name,Genus.name,Source,C.score,Frag.score,SIN1All,SIN1Domain,RICTORAll,RICTORDomain,RAPTORAll,RAPTORDomain,LST8All,LST8Domain,TORAll,TORDomain,M.Strategy
499,GCA_002914845.1,Streptophyta,63057,Trema orientale,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Rosales,Cannabaceae,Trema,NCBI,92.3,5.9,NA,NA,NA,NA,1629.7,1629.4,488.9,488.7,2203.1,2202.7,Autotrophic
500,GCA_002926015.1,Streptophyta,3634,Gossypium barbadense,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Malvales,Malvaceae,Gossypium,NCBI,80.6,8.1,NA,NA,NA,NA,1668.6,1668.2,502,501.9,2225.1,2224.8,Autotrophic
501,GCA_002966975.2,Streptophyta,2094558,Prunus yedoensis var. nudiflora,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Rosales,Rosaceae,Prunus,NCBI,80.7,7.9,NA,NA,NA,NA,1414.8,1145.5,450,449.9,1658.1,1657.8,Autotrophic
502,GCA_002994745.2,Streptophyta,74649,Rosa chinensis,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Rosales,Rosaceae,Rosa,NCBI,97.1,2,NA,NA,NA,NA,1662.4,1662.1,503.4,503.2,2194.4,2194.1,Autotrophic
503,GCA_003024255.1,Streptophyta,1590841,Actinidia chinensis var. chinensis,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Ericales,Actinidiaceae,Actinidia,NCBI,94.4,2.5,NA,NA,NA,NA,1638.9,1638.6,489.4,489.2,2185.1,2184.8,Autotrophic
504,GCA_003032435.1,Streptophyta,3197,Marchantia polymorpha,NA,NA,H,H,H,Marchantiopsida,Streptophyta,Marchantiales,Marchantiaceae,Marchantia,NCBI,87.5,1.2,NA,NA,NA,NA,1570.7,1570.3,473.6,473.5,1888.6,1888.3,Autotrophic
505,GCA_003046395.2,Streptophyta,4540,Panicum miliaceum,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Poales,Poaceae,Panicum,NCBI,94.8,2.2,NA,NA,NA,NA,1632.7,1632.3,393.9,393.2,2049,2048.7,Autotrophic
506,GCA_003061485.1,Streptophyta,1504633,Panicum hallii var. hallii,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Poales,Poaceae,Panicum,NCBI,99.3,0.3,NA,NA,NA,NA,1635.6,1635.2,494.3,494,2056.9,2056.6,Autotrophic
507,GCA_003112345.1,Streptophyta,35608,Artemisia annua,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Asterales,Asteraceae,Artemisia,NCBI,90.5,2.8,NA,NA,NA,NA,1631.9,1631.6,499.3,499,2182.2,2181.9,Autotrophic
508,GCA_003260385.1,Streptophyta,267555,Cuscuta australis,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Solanales,Convolvulaceae,Cuscuta,NCBI,84.9,2.3,NA,NA,NA,NA,1627.4,1627,481.3,481.1,2181.2,2181,Parasite
509,GCA_003260635.2,Streptophyta,69181,Brassica cretica,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Brassicales,Brassicaceae,Brassica,NCBI,40.8,17.3,NA,NA,NA,NA,1615,1614.6,393.8,393.6,2136,2135.7,Autotrophic
510,GCA_003370565.1,Streptophyta,157652,Mucuna pruriens,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Fabales,Fabaceae,Mucuna,NCBI,84,6.3,NA,NA,NA,NA,1629.9,1629.6,440.6,407,1619.4,1613.1,Autotrophic
511,GCA_003427395.1,Streptophyta,69332,Chara braunii,NA,NA,H,H,H,Charophyceae,Streptophyta,Charales,Characeae,Chara,NCBI,48,9.5,NA,NA,NA,NA,678.2,678,331,330.6,1193.7,1192.1,Autotrophic
512,GCA_003434825.1,Streptophyta,3711,Brassica rapa,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Brassicales,Brassicaceae,Brassica,NCBI,96.3,2,NA,NA,NA,NA,1616.7,1616.3,485.8,485.6,2137.8,2137.4,Autotrophic
513,GCA_003490085.1,Streptophyta,97028,Trifolium medium,NA,NA,M,H,M,Magnoliopsida,Streptophyta,Fabales,Fabaceae,Trifolium,NCBI,3.5,18.2,NA,NA,NA,NA,277.4,277.2,188.4,188.2,399.2,398.8,Autotrophic
514,GCA_003546025.1,Streptophyta,337451,Cinnamomum micranthum f. kanehirae,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Laurales,Lauraceae,Cinnamomum,NCBI,87.5,3.7,NA,NA,NA,NA,1575.6,1121.2,494.4,494.3,2029.2,2028.8,Autotrophic
515,GCA_003573695.1,Streptophyta,3469,Papaver somniferum,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Ranunculales,Papaveraceae,Papaver,NCBI,90.6,3,NA,NA,NA,NA,1622.5,1622.1,493,492.8,2124.3,2123.9,Autotrophic
516,GCA_003713155.1,Streptophyta,3818,Arachis hypogaea,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Fabales,Fabaceae,Arachis,NCBI,96.3,0.4,NA,NA,NA,NA,1637.2,1636.7,495.7,495.6,2215,2214.7,Autotrophic
517,GCA_003952965.2,Streptophyta,262757,Morella rubra,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Fagales,Myricaceae,Morella,NCBI,80.2,6.8,NA,NA,NA,NA,1635,1634.6,379.2,304.2,2000.2,2000,Autotrophic
518,GCA_003958685.2,Streptophyta,3917,Vigna unguiculata,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Fabales,Fabaceae,Vigna,NCBI,96,2.3,NA,NA,NA,NA,1614.3,1613.9,499.6,499.4,2185.3,2185,Autotrophic
519,GCA_004007595.1,Streptophyta,4530,Oryza sativa,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Poales,Poaceae,Oryza,NCBI,75.4,8.7,NA,NA,NA,NA,1605.2,1604.8,483.8,483.6,2067.4,2067.1,Autotrophic
520,GCA_004114815.1,Streptophyta,4513,Hordeum vulgare,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Poales,Poaceae,Hordeum,NCBI,82,4.2,NA,NA,NA,NA,1625.8,1625.4,459.7,459.3,2047.8,2047.5,Autotrophic
521,GCA_004115005.2,Streptophyta,1094858,Cucurbita argyrosperma subsp. argyrosperma,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Cucurbitales,Cucurbitaceae,Cucurbita,NCBI,87.4,7.4,NA,NA,NA,NA,1621.3,1620.8,500.2,500,2013.2,2012,Autotrophic
522,GCA_004115385.1,Streptophyta,3750,Malus domestica,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Rosales,Rosaceae,Malus,NCBI,93.6,1.5,NA,NA,NA,NA,1629.5,1629.1,493.9,493.7,2174.6,2174.3,Autotrophic
523,GCA_004153795.2,Streptophyta,542762,Camellia sinensis var. sinensis,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Ericales,Theaceae,Camellia,NCBI,67.8,12.3,NA,NA,NA,NA,1661.5,1661.1,498.5,498.2,2164,2163.7,Autotrophic
524,GCA_004303085.2,Streptophyta,608512,Perilla frutescens var. hirtella,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Lamiales,Lamiaceae,Perilla,NCBI,83.1,1.9,NA,NA,NA,NA,1645.4,1645,491.8,491.5,1619.1,1618.8,Autotrophic
525,GCA_004320505.1,Streptophyta,157739,Vigna angularis var. angularis,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Fabales,Fabaceae,Vigna,NCBI,94.2,2.9,NA,NA,NA,NA,1648.5,1648.1,498.6,498.4,2202,2201.7,Autotrophic
526,GCA_004329165.1,Streptophyta,455371,Spatholobus suberectus,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Fabales,Fabaceae,Spatholobus,NCBI,89.5,7.7,NA,NA,NA,NA,1565.5,1565,407.1,407,1606.9,1606.7,Autotrophic
527,GCA_004379255.2,Streptophyta,180675,Salvia splendens,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Lamiales,Lamiaceae,Salvia,NCBI,94.1,2.4,NA,NA,NA,NA,1637.2,1636.8,496.4,496.2,2098.6,2098.3,Autotrophic
528,GCA_004837865.1,Streptophyta,52838,Musa balbisiana,NA,NA,H,H,NA,Magnoliopsida,Streptophyta,Zingiberales,Musaceae,Musa,NCBI,86.9,4.5,NA,NA,NA,NA,1388.4,1044.4,NA,NA,1803.5,1513.2,Autotrophic
529,GCA_005223365.2,Streptophyta,110450,Oryza meyeriana var. granulata,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Poales,Poaceae,Oryza,NCBI,86.3,4.9,NA,NA,NA,NA,1607.9,1607.5,482.4,482.2,2072.7,2072.4,Autotrophic
530,GCA_005239225.1,Streptophyta,43335,Populus alba,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Malpighiales,Salicaceae,Populus,NCBI,96.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Autotrophic
531,GCA_005286985.2,Streptophyta,4556,Setaria viridis,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Poales,Poaceae,Setaria,NCBI,99.6,0.4,NA,NA,NA,NA,1625,1624.5,496.3,496,2071,2070.7,Autotrophic
532,GCA_005393395.2,Streptophyta,47621,Gossypium australe,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Malvales,Malvaceae,Gossypium,NCBI,75.6,6.7,NA,NA,NA,NA,1557.9,1554,369.6,369.5,1739,1738.7,Autotrophic
533,GCA_005549215.1,Streptophyta,1194695,Cucumis melo var. makuwa,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Cucurbitales,Cucurbitaceae,Cucumis,NCBI,79.3,8.2,NA,NA,NA,NA,1649.5,1649.1,501,500.9,2180.9,2180.4,Autotrophic
534,GCA_006013705.1,Streptophyta,4083,Solanum chilense,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Solanales,Solanaceae,Solanum,NCBI,85.6,2,NA,NA,NA,NA,1652.4,1652,487.1,486.8,2218,2217.7,Autotrophic
535,GCA_006381635.2,Streptophyta,106335,Hibiscus syriacus,NA,NA,M,H,H,Magnoliopsida,Streptophyta,Malvales,Malvaceae,Hibiscus,NCBI,86.8,6.1,NA,NA,NA,NA,558.9,253.7,500.8,500.7,1708,1707.7,Autotrophic
536,GCA_006547085.1,Streptophyta,106549,Malus baccata,NA,NA,H,H,M,Magnoliopsida,Streptophyta,Rosales,Rosaceae,Malus,NCBI,88.1,5.3,NA,NA,NA,NA,1516.3,1516,259.8,259.7,2186.4,2186.1,Autotrophic
537,GCA_007726485.1,Streptophyta,38414,Eragrostis curvula,NA,NA,H,H,M,Magnoliopsida,Streptophyta,Poales,Poaceae,Eragrostis,NCBI,91,2.7,NA,NA,NA,NA,1613.8,1613.4,291.9,291.5,2038,2037.7,Autotrophic
538,GCA_007844105.2,Streptophyta,2594499,Rhamnella rubrinervis,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Rosales,Rhamnaceae,Rhamnella,NCBI,96.2,1.2,NA,NA,NA,NA,1473.1,997.8,488.3,488,2188.6,2188.2,Autotrophic
539,GCA_007990325.1,Streptophyta,34276,Gossypium darwinii,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Malvales,Malvaceae,Gossypium,NCBI,99.8,0.1,NA,NA,NA,NA,1668.3,1667.9,502,501.9,2227.4,2227,Autotrophic
540,GCA_007990345.1,Streptophyta,3635,Gossypium hirsutum,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Malvales,Malvaceae,Gossypium,NCBI,99.4,0.4,NA,NA,NA,NA,1664.4,1664,502,501.9,2230.2,2229.9,Autotrophic
541,GCA_007990455.1,Streptophyta,34275,Gossypium mustelinum,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Malvales,Malvaceae,Gossypium,NCBI,99.3,0.5,NA,NA,NA,NA,1665.8,1665.4,502,501.9,2230.2,2229.9,Autotrophic
542,GCA_007990485.1,Streptophyta,34277,Gossypium tomentosum,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Malvales,Malvaceae,Gossypium,NCBI,99.8,0.1,NA,NA,NA,NA,1660.3,1659.9,502,501.9,2212.2,2211.9,Autotrophic
543,GCA_008009225.1,Streptophyta,1000413,Acer yangbiense,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Sapindales,Sapindaceae,Acer,NCBI,92.6,2.6,NA,NA,NA,NA,1640.8,1640.5,487.5,487.2,2154.9,2154.6,Autotrophic
544,GCA_008124465.1,Streptophyta,13894,Cocos nucifera,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Arecales,Arecaceae,Cocos,NCBI,69,15.7,NA,NA,NA,NA,1572.6,1572.2,417.2,416.9,2098.1,2097.9,Autotrophic
545,GCA_008632915.2,Streptophyta,3755,Prunus dulcis,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Rosales,Rosaceae,Prunus,NCBI,62.8,7.7,NA,NA,NA,NA,1676.8,1676.4,502.6,502.4,2192.6,2192.3,Autotrophic
546,GCA_008636005.1,Streptophyta,4170,Striga asiatica,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Lamiales,Orobanchaceae,Striga,NCBI,90.5,3.3,NA,NA,NA,NA,1617.3,1616.9,492.4,492.2,2018.6,2018.2,Autotrophic
547,GCA_008638375.1,Streptophyta,561372,Nyssa sinensis,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Cornales,Nyssaceae,Nyssa,NCBI,87.8,7.7,NA,NA,NA,NA,1679.7,1679.2,489.9,489.7,1695.6,1695.2,Autotrophic
548,GCA_008932095.1,Streptophyta,2448454,Pyrus ussuriensis x Pyrus communis,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Rosales,Rosaceae,Pyrus,NCBI,90.7,1.6,NA,NA,NA,NA,1659.4,1658.9,499,498.7,1827.9,1827.8,Autotrophic
549,GCA_009078335.1,Streptophyta,2182728,Salix brachista,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Malpighiales,Salicaceae,Salix,NCBI,92.8,2.6,NA,NA,NA,NA,1616.9,1616.4,495.5,495.3,2115.2,2114.8,Autotrophic
550,GCA_009363875.1,Streptophyta,192012,Mikania micrantha,NA,NA,H,H,L,Magnoliopsida,Streptophyta,Asterales,Asteraceae,Mikania,NCBI,88.3,3.9,NA,NA,NA,NA,1641.3,1640.9,105.5,102.7,2149.2,2148.9,Autotrophic
551,GCA_009445465.1,Streptophyta,4460,Colocasia esculenta,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Alismatales,Araceae,Colocasia,NCBI,64.3,18.6,NA,NA,NA,NA,794.8,794.4,453,452,1509.5,1509.2,Autotrophic
552,GCA_009746105.1,Streptophyta,262921,Rhododendron williamsianum,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Ericales,Ericaceae,Rhododendron,NCBI,77,12,NA,NA,NA,NA,1348,1346.1,487.3,487.1,1929.6,1617.1,Autotrophic
553,GCA_009771035.1,Streptophyta,3870,Lupinus albus,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Fabales,Fabaceae,Lupinus,NCBI,96,2.9,NA,NA,NA,NA,1651.1,1650.8,500.6,500.4,2145,2144.7,Autotrophic
554,GCA_010458925.1,Streptophyta,3981,Hevea brasiliensis,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Malpighiales,Euphorbiaceae,Hevea,NCBI,68.8,15,NA,NA,NA,NA,1656,1655.6,497.6,497.4,2188.2,2187.9,Autotrophic
555,GCA_011799765.1,Streptophyta,419125,Nymphaea thermarum,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Nymphaeales,Nymphaeaceae,Nymphaea,NCBI,79.9,10.3,NA,NA,NA,NA,1587,1586.6,444.1,443.8,2040.7,2040.3,Autotrophic
556,GCA_012274485.2,Streptophyta,3728,Sinapis alba,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Brassicales,Brassicaceae,Sinapis,NCBI,98.3,1.2,NA,NA,NA,NA,1614.2,1613.8,486.5,486.4,2135.2,2134.9,Autotrophic
557,GCA_012923435.1,Streptophyta,3483,Cannabis sativa,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Rosales,Cannabaceae,Cannabis,NCBI,91.9,3.1,NA,NA,NA,NA,1636.6,1636.3,494.7,494.4,2210.4,2210,Autotrophic
558,GCA_013358455.1,Streptophyta,46969,Thalictrum thalictroides,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Ranunculales,Ranunculaceae,Thalictrum,NCBI,86.2,9,NA,NA,NA,NA,1015,1014.6,436.6,436.5,2197.8,2197.5,Autotrophic
559,GCA_013401445.1,Streptophyta,458696,Tripterygium wilfordii,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Celastrales,Celastraceae,Tripterygium,NCBI,92.3,4.2,NA,NA,NA,NA,1648.7,1648.3,500.8,500.7,2171.1,2170.7,Autotrophic
560,GCA_013467465.1,Streptophyta,34281,Gossypium trilobum,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Malvales,Malvaceae,Gossypium,NCBI,57,8.2,NA,NA,NA,NA,1595.2,1594.8,495.3,495.1,1715,1714.7,Autotrophic
561,GCA_013467485.1,Streptophyta,34289,Gossypium lobatum,NA,NA,H,H,M,Magnoliopsida,Streptophyta,Malvales,Malvaceae,Gossypium,NCBI,43.3,15.9,NA,NA,NA,NA,664.3,664,260.8,260.7,1150.7,1150.4,Autotrophic
562,GCA_013467495.1,Streptophyta,34282,Gossypium gossypioides,NA,NA,H,H,NA,Magnoliopsida,Streptophyta,Malvales,Malvaceae,Gossypium,NCBI,41.6,7.1,NA,NA,NA,NA,1304.9,1304.7,NA,NA,2107.7,1814.7,Autotrophic
563,GCA_013487665.1,Streptophyta,34290,Gossypium aridum,NA,NA,H,H,M,Magnoliopsida,Streptophyta,Malvales,Malvaceae,Gossypium,NCBI,40.5,17.2,NA,NA,NA,NA,972.6,678.4,260.8,260.7,1109.8,1109.5,Autotrophic
564,GCA_013511315.1,Streptophyta,34288,Gossypium laxum,NA,NA,H,H,NA,Magnoliopsida,Streptophyta,Malvales,Malvaceae,Gossypium,NCBI,51.6,11.6,NA,NA,NA,NA,1140.5,677.9,NA,NA,1729.1,1728.8,Autotrophic
565,GCA_013676235.1,Streptophyta,4442,Camellia sinensis,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Ericales,Theaceae,Camellia,NCBI,81.2,7.6,NA,NA,NA,NA,1661.6,1661.2,498.5,498.2,2170.1,2169.8,Autotrophic
566,GCA_013677245.1,Streptophyta,34287,Gossypium davidsonii,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Malvales,Malvaceae,Gossypium,NCBI,56.9,8.9,NA,NA,NA,NA,1565.8,841.4,502,501.9,1747.8,1747.4,Autotrophic
567,GCA_013677255.1,Streptophyta,34285,Gossypium harknessii,NA,NA,H,H,M,Magnoliopsida,Streptophyta,Malvales,Malvaceae,Gossypium,NCBI,41.8,17,NA,NA,NA,NA,807.7,512.9,178.3,178.2,1723.3,1723,Autotrophic
568,GCA_013677265.1,Streptophyta,34283,Gossypium armourianum,NA,NA,H,H,M,Magnoliopsida,Streptophyta,Malvales,Malvaceae,Gossypium,NCBI,43.8,16,NA,NA,NA,NA,1366.4,1366.2,204.9,204.8,1586.4,1586.1,Autotrophic
569,GCA_013677275.1,Streptophyta,34291,Gossypium schwendimanii,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Malvales,Malvaceae,Gossypium,NCBI,59.8,7.2,NA,NA,NA,NA,1629,1628.5,446.5,446.3,1721.1,1720.7,Autotrophic
570,GCA_014058105.1,Streptophyta,39325,Kingdonia uniflora,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Ranunculales,Circaeasteraceae,Kingdonia,NCBI,75.9,15.1,NA,NA,NA,NA,1577.9,1144.1,492.1,491.8,2093.3,2093,Autotrophic
571,GCA_014180765.2,Streptophyta,56867,Marchantia paleacea,NA,NA,H,H,H,Marchantiopsida,Streptophyta,Marchantiales,Marchantiaceae,Marchantia,NCBI,79.9,2.9,NA,NA,NA,NA,1575.5,1575.1,471.4,471.3,1886.7,1886.4,Autotrophic
572,GCA_014282245.1,Streptophyta,118357,Rhododendron simsii,NA,NA,H,H,M,Magnoliopsida,Streptophyta,Ericales,Ericaceae,Rhododendron,NCBI,90,3.4,NA,NA,NA,NA,1643,1642.5,410.6,212.9,2070.2,2067.1,Autotrophic
573,GCA_014362265.1,Streptophyta,165716,Actinidia rufa,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Ericales,Actinidiaceae,Actinidia,NCBI,66.7,16.7,NA,NA,NA,NA,1364.4,1356.7,491.5,491.3,1647.2,1646.5,Autotrophic
574,GCA_014529385.2,Streptophyta,13818,Adiantum capillus-veneris,NA,NA,H,H,H,Polypodiopsida,Streptophyta,Polypodiales,Pteridaceae,Adiantum,NCBI,84,4,NA,NA,NA,NA,697,696.7,371.6,371.2,1951.5,1951.2,Autotrophic
575,GCA_014851425.1,Streptophyta,362788,Senna tora,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Fabales,Fabaceae,Senna,NCBI,89.8,4,NA,NA,NA,NA,1562.1,1559.1,466.2,465.7,1638.9,1638.6,Autotrophic
576,GCA_014858505.1,Streptophyta,360336,Corymbia citriodora subsp. variegata,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Myrtales,Myrtaceae,Corymbia,NCBI,95.5,3.6,NA,NA,NA,NA,1629.4,1629,484.1,484,1746.9,1724.8,Autotrophic
577,GCA_014871385.1,Streptophyta,3225,Ceratodon purpureus,NA,NA,H,H,H,Bryopsida,Streptophyta,Pseudoditrichales,Ditrichaceae,Ceratodon,NCBI,86.7,2.3,NA,NA,NA,NA,1563.1,1562.7,485.5,485.4,1899.4,1899.1,Autotrophic
578,GCA_014905375.1,Streptophyta,374723,Phtheirospermum japonicum,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Lamiales,Orobanchaceae,Phtheirospermum,NCBI,84.3,9.7,NA,NA,NA,NA,1635.5,1635.1,442.3,440.3,2087.7,2087.3,Autotrophic
579,GCA_015143295.1,Streptophyta,13715,Tetracentron sinense,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Trochodendrales,Trochodendraceae,Tetracentron,NCBI,83.2,7.9,NA,NA,NA,NA,1448.4,896.2,490.9,490.8,1709.2,1708.8,Autotrophic
580,GCA_015342445.1,Streptophyta,1010633,Digitaria exilis,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Poales,Poaceae,Digitaria,NCBI,95,1.3,NA,NA,NA,NA,1614.2,1613.8,496.3,496,2037.1,2036.6,Autotrophic
581,GCA_015680905.1,Streptophyta,261450,Coptis chinensis,NA,NA,H,H,M,Magnoliopsida,Streptophyta,Ranunculales,Ranunculaceae,Coptis,NCBI,78.9,9.8,NA,NA,NA,NA,1526.1,1525.7,196.9,196.5,2117.7,2038.7,Autotrophic
582,GCA_015731905.1,Streptophyta,1413687,Salix dunnii,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Malpighiales,Salicaceae,Salix,NCBI,91.5,2,NA,NA,NA,NA,1588.4,1588.1,501,500.8,2125.8,2125.4,Autotrophic
583,GCA_015852605.2,Streptophyta,3696,Populus deltoides,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Malpighiales,Salicaceae,Populus,NCBI,94.8,2.2,NA,NA,NA,NA,1617.7,1617.3,490.6,490.4,2135.6,2135.2,Autotrophic
584,GCA_016081115.2,Streptophyta,99300,Rehmannia glutinosa,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Lamiales,Orobanchaceae,Rehmannia,NCBI,97,0.6,NA,NA,NA,NA,991.2,983.7,496.1,495.9,1522,1521.5,Parasite
585,GCA_016413885.1,Streptophyta,51239,Vanilla planifolia,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Asparagales,Orchidaceae,Vanilla,NCBI,74.9,11.7,NA,NA,NA,NA,1618.5,1618.1,490.2,489.8,2082.5,2082.2,Autotrophic
586,GCA_016771965.1,Streptophyta,52824,Brassica carinata,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Brassicales,Brassicaceae,Brassica,NCBI,91.4,1.7,NA,NA,NA,NA,1614.9,1614.5,486.5,486.4,2137,2136.7,Autotrophic
587,GCA_016808215.1,Streptophyta,32201,Carya illinoinensis,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Fagales,Juglandaceae,Carya,NCBI,98.6,0.9,NA,NA,NA,NA,1653,1652.6,499.5,499.4,2154.9,2154.6,Autotrophic
588,GCA_016808335.1,Streptophyta,38727,Panicum virgatum,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Poales,Poaceae,Panicum,NCBI,99.8,0.2,NA,NA,NA,NA,1627.1,1626.6,496.4,496.1,2062.8,2062.5,Autotrophic
589,GCA_017639395.1,Streptophyta,1813537,Brassica rapa subsp. trilocularis,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Brassicales,Brassicaceae,Brassica,NCBI,91,1.2,NA,NA,NA,NA,1612.3,1611.9,369.9,369.6,2126.4,2126.1,Autotrophic
590,GCA_018107945.1,Streptophyta,4076,Datura stramonium,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Solanales,Solanaceae,Datura,NCBI,85.2,10.1,NA,NA,NA,NA,1464.6,1464.2,486.4,486.2,1633.9,1633.5,Autotrophic
591,GCA_018127125.1,Streptophyta,479676,Rhododendron griersonianum,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Ericales,Ericaceae,Rhododendron,NCBI,91,4,NA,NA,NA,NA,1666.3,1665.9,486.8,486.6,2060.7,2060.4,Autotrophic
592,GCA_018258275.1,Streptophyta,4109,Solanum commersonii,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Solanales,Solanaceae,Solanum,NCBI,86,9.8,NA,NA,NA,NA,1635.9,1635.5,487.1,486.8,2069.3,2068.9,Autotrophic
593,GCA_018446385.1,Streptophyta,94328,Zingiber officinale,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Zingiberales,Zingiberaceae,Zingiber,NCBI,91.1,4.5,NA,NA,NA,NA,1585.2,1584.8,475.1,474.9,2048.3,2048,Autotrophic
594,GCA_018691285.1,Streptophyta,37648,Cucurbita argyrosperma subsp. sororia,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Cucurbitales,Cucurbitaceae,Cucurbita,NCBI,97.3,1,NA,NA,NA,NA,1644.4,1643.9,472.5,471.7,2201.1,2200.9,Autotrophic
595,GCA_018804465.1,Streptophyta,118781,Populus tomentosa,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Malpighiales,Salicaceae,Populus,NCBI,95.8,1.7,NA,NA,NA,NA,1602.8,1602.1,500.8,500.5,2162.6,2162.1,Autotrophic
596,GCA_019202795.1,Streptophyta,1240361,Arabidopsis thaliana x Arabidopsis arenosa,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Brassicales,Brassicaceae,Arabidopsis,NCBI,99.8,0.2,NA,NA,NA,NA,1627.4,1627,486.6,486.4,2145.8,2145.5,Autotrophic
597,GCA_019202805.1,Streptophyta,45249,Arabidopsis suecica,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Brassicales,Brassicaceae,Arabidopsis,NCBI,99.5,0.1,NA,NA,NA,NA,1627.2,1626.7,486.6,486.4,2145.1,2144.8,Autotrophic
598,GCA_019279435.1,Streptophyta,103762,Zizania palustris,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Poales,Poaceae,Zizania,NCBI,84.9,10,NA,NA,NA,NA,1611.1,1610.7,495,494.7,2081.7,2081.4,Autotrophic
